Date,Month,Device,Channel,Campaign Type,Media Type,Region,Targeting,Cost,Clicks
6/15/2014,6,Tablet,Google,Legacy,Display,AMS,Reach,18.78,14
6/15/2014,6,Tablet,Google,Reach,Display,LATAM,Reach,1.28,2
6/15/2014,6,Tablet,Google,Remarketing,Display,AMS,Remarketing,15.24,12
6/16/2014,6,Desktop,Google,Remarketing,Display,Global,Remarketing,384.08,184
6/16/2014,6,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,38.62,32
6/16/2014,6,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,25.54,24
6/17/2014,6,Desktop,Google,Reach,Display,APAC,Reach,237.804,238
6/17/2014,6,Desktop,Google,Remarketing,Display,Global,Remarketing,384.688,174
6/17/2014,6,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,27.3,16
6/17/2014,6,Tablet,Google,Legacy,Display,APAC,Remarketing,5.48,2
6/17/2014,6,Tablet,Google,Legacy,Display,EMEA,Remarketing,30.12,28
6/17/2014,6,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,55.08,38
6/18/2014,6,Desktop,Google,Legacy,Display,AMS,Reach,914.554,450
6/18/2014,6,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,33.12,30
6/19/2014,6,Desktop,Google,Reach,Display,EMEA,Reach,107.298,128
6/19/2014,6,Tablet,Google,Legacy,Display,APAC,Reach,19.54,28
6/19/2014,6,Tablet,Google,Managed,Display,EMEA,Reach,74.58,118
6/20/2014,6,Desktop,Google,Legacy,Display,APAC,Remarketing,47.718,22
6/20/2014,6,Desktop,Google,Reach,Display,EMEA,Reach,100.122,124
6/20/2014,6,Desktop,Google,Remarketing,Display,AMS,Remarketing,60.22,26
6/20/2014,6,Tablet,Google,Legacy,Display,EMEA,Remarketing,28.9,30
6/20/2014,6,Tablet,Google,Managed,Display,EMEA,Reach,82.502,114
6/21/2014,6,Desktop,Google,Legacy,Display,AMS,Reach,934.252,562
6/21/2014,6,Desktop,Google,Legacy,Display,APAC,Remarketing,52.22,16
6/21/2014,6,Desktop,Google,Remarketing,Display,AMS,Remarketing,24,10
6/21/2014,6,Tablet,Google,Reach,Display,AMS,Reach,66.148,82
6/21/2014,6,Tablet,Google,Remarketing,Display,APAC,Remarketing,8.66,8
6/21/2014,6,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,26.472,18
5/1/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,465.28,552
5/1/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,126.8,156
5/1/2014,5,Desktop,Google,Reach,Display,AMS,Reach,3468.476,3620
5/1/2014,5,Desktop,Google,Reach,Display,APAC,Reach,237.64,232
5/1/2014,5,Tablet,Google,Reach,Display,AMS,Reach,131.51,150
5/1/2014,5,Tablet,Google,Reach,Display,EMEA,Reach,129.15,246
5/3/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,623.68,316
5/3/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,87.82,110
5/3/2014,5,Desktop,Google,Reach,Display,AMS,Reach,1593.514,1574
5/3/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,88.42,42
5/4/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,87.46,36
5/4/2014,5,Tablet,Google,Legacy,Display,APAC,Reach,143.14,254
5/5/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,211.32,102
5/5/2014,5,Tablet,Google,Managed,Display,EMEA,Reach,139.74,208
5/5/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,68.06,34
5/5/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,90.52,48
5/6/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,209.96,222
5/6/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,41.66,20
5/6/2014,5,Tablet,Google,Legacy,Display,APAC,Reach,112.42,204
5/6/2014,5,Tablet,Google,Reach,Display,AMS,Reach,183.298,254
5/7/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,199.72,124
5/7/2014,5,Desktop,Google,Managed,Display,EMEA,Reach,895.58,906
5/7/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,261.74,242
5/7/2014,5,Tablet,Google,Managed,Display,EMEA,Reach,182.18,278
5/7/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,1.72,2
5/7/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,96.58,52
5/7/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,67.38,74
5/8/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,245.38,276
5/8/2014,5,Tablet,Google,Reach,Display,AMS,Reach,98.712,152
5/9/2014,5,Desktop,Google,Managed,Display,EMEA,Reach,851.18,908
5/9/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,327.68,228
5/9/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,78.6,60
5/9/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,11.68,8
5/9/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,52.02,56
5/10/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,201.76,162
5/10/2014,5,Desktop,Google,Reach,Display,AMS,Reach,1353.036,1238
5/11/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,88.48,72
5/11/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,110.7,124
5/12/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,190.62,150
5/12/2014,5,Desktop,Google,Reach,Display,AMS,Reach,1806.974,1794
5/13/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,23.38,18
5/13/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,6.58,4
5/13/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,23.6,28
5/14/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,413.902,300
5/14/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,10.64,8
5/15/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,43.88,22
5/15/2014,5,Desktop,Google,Reach,Display,LATAM,Reach,46.6,38
5/15/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,6.42,4
5/16/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,377.324,256
5/16/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,258.6,180
5/16/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,30.58,18
5/16/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,44.14,52
5/17/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,16.52,12
5/17/2014,5,Tablet,Google,Legacy,Display,EMEA,Reach,65.02,86
5/17/2014,5,Tablet,Google,Reach - Text,Display,EMEA,Reach,1.58,2
5/17/2014,5,Tablet,Google,Remarketing,Display,Global,Remarketing,30.4,18
5/17/2014,5,Tablet,Google,Remarketing,Display,LATAM,Remarketing,5.34,8
5/18/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,230.8,166
5/18/2014,5,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,567.38,180
5/18/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,64.76,50
5/18/2014,5,Tablet,Google,Legacy,Display,APAC,Remarketing,7.9,4
4/29/2014,4,Desktop,Google,Reach,Display,AMS,Reach,3483.452,3764
4/29/2014,4,Desktop,Google,Reach - Text,Display,LATAM,Reach,197.28,172
4/29/2014,4,Desktop,Google,Remarketing,Display,APAC,Remarketing,125.54,58
4/29/2014,4,Desktop,Google,Remarketing,Display,EMEA,Remarketing,211.94,82
4/29/2014,4,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1431.16,512
4/29/2014,4,Tablet,Google,Reach - Text,Display,LATAM,Reach,8.76,12
4/29/2014,4,Tablet,Google,Remarketing,Display,EMEA,Remarketing,41.64,34
4/30/2014,4,Desktop,Google,Legacy,Display,EMEA,Reach,264.26,292
4/30/2014,4,Desktop,Google,Reach - Text,Display,EMEA,Reach,15.22,8
4/30/2014,4,Desktop,Google,Remarketing,Display,LATAM,Remarketing,199.1,114
4/30/2014,4,Tablet,Google,Legacy,Display,EMEA,Reach,20.06,30
4/30/2014,4,Tablet,Google,Remarketing,Display,LATAM,Remarketing,13.78,6
5/1/2014,5,Desktop,Google,Reach - Text,Display,LATAM,Reach,197.08,216
5/1/2014,5,Desktop,Google,Remarketing,Display,APAC,Remarketing,204.12,86
5/1/2014,5,Desktop,Google,Remarketing,Display,EMEA,Remarketing,196.94,86
5/1/2014,5,Tablet,Google,Reach,Display,APAC,Reach,15.52,20
5/1/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,17.86,12
5/2/2014,5,Desktop,Google,Legacy,Display,EMEA,Reach,269.68,274
5/2/2014,5,Desktop,Google,Reach - Text,Display,EMEA,Reach,9.36,6
5/2/2014,5,Desktop,Google,Remarketing,Display,LATAM,Remarketing,195.5,140
5/2/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,1.14,2
5/2/2014,5,Tablet,Google,Reach,Display,LATAM,Reach,10.84,14
5/3/2014,5,Desktop,Google,Reach,Display,APAC,Reach,231.14,218
5/3/2014,5,Desktop,Google,Remarketing,Display,EMEA,Remarketing,123.84,58
5/3/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,157.46,202
5/3/2014,5,Tablet,Google,Reach,Display,APAC,Reach,15.32,20
5/3/2014,5,Tablet,Google,Reach,Display,EMEA,Reach,84.06,154
5/3/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,15.98,12
5/3/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,36.68,46
5/4/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,30.46,30
5/4/2014,5,Tablet,Google,Reach,Display,LATAM,Reach,3.24,10
5/5/2014,5,Desktop,Google,Reach,Display,APAC,Reach,206.86,208
5/5/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,200.64,224
5/5/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,99.48,66
5/5/2014,5,Tablet,Google,Legacy,Display,APAC,Remarketing,2.4,2
5/5/2014,5,Tablet,Google,Reach,Display,EMEA,Reach,93.532,122
5/5/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,13.06,8
5/5/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,97,94
5/7/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,84.02,64
5/7/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,93.34,106
5/7/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,114.02,60
5/8/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,412.758,274
5/8/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,78.86,28
5/8/2014,5,Tablet,Google,Legacy,Display,APAC,Reach,55.8,108
5/9/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,188.24,76
5/9/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,35.14,14
5/9/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,82.72,92
5/9/2014,5,Tablet,Google,Managed,Display,EMEA,Reach,188.66,300
5/9/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,77.88,42
5/9/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,113.46,48
5/10/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,235.26,248
5/10/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,356.466,272
5/10/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,64.06,26
5/10/2014,5,Tablet,Google,Legacy,Display,APAC,Reach,112.62,192
5/10/2014,5,Tablet,Google,Reach,Display,AMS,Reach,130.268,166
5/11/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,196.34,80
5/11/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,33.08,18
5/11/2014,5,Desktop,Google,Managed,Display,EMEA,Reach,820.42,972
5/11/2014,5,Tablet,Google,Managed,Display,EMEA,Reach,217.9,360
5/11/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,90.16,42
5/12/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,286.98,320
5/23/2014,5,Desktop,Google,Reach,Display,LATAM,Reach,50.14,40
5/23/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,79.3,32
5/23/2014,5,Desktop,Google,Remarketing,Display,APAC,Remarketing,87.26,32
5/23/2014,5,Desktop,Google,Remarketing,Display,EMEA,Remarketing,206.28,88
5/23/2014,5,Tablet,Google,Reach,Display,AMS,Reach,106.602,146
5/23/2014,5,Tablet,Google,Reach,Display,APAC,Reach,98.62,166
5/23/2014,5,Tablet,Google,Reach,Display,EMEA,Reach,296.906,346
5/24/2014,5,Tablet,Google,Reach,Display,LATAM,Reach,2.88,4
5/24/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,9,8
5/24/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,68.94,34
5/25/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,210.24,232
5/25/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,28.9,24
5/26/2014,5,Desktop,Google,Managed,Display,EMEA,Reach,826.942,722
5/26/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,518.42,276
5/26/2014,5,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,359.036,126
5/26/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,155.418,96
5/26/2014,5,Tablet,Google,Legacy,Display,APAC,Remarketing,2.36,2
5/26/2014,5,Tablet,Google,Remarketing,Display,EMEA,Remarketing,38.4,26
5/26/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,109.7,100
5/27/2014,5,Desktop,Google,Reach,Display,AMS,Reach,2176.716,2002
5/27/2014,5,Desktop,Google,Reach,Display,APAC,Reach,303.26,324
5/27/2014,5,Tablet,Google,Legacy,Display,EMEA,Reach,76.34,90
5/27/2014,5,Tablet,Google,Reach - Text,Display,EMEA,Reach,3.72,2
5/27/2014,5,Tablet,Google,Remarketing,Display,Global,Remarketing,52.58,32
5/27/2014,5,Tablet,Google,Remarketing,Display,LATAM,Remarketing,4.98,4
5/27/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,30.64,14
5/28/2014,5,Desktop,Google,Reach - Text,Display,LATAM,Reach,203.606,292
5/28/2014,5,Tablet,Google,Reach - Text,Display,LATAM,Reach,3.54,6
5/29/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,173.97,120
5/29/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,1141.318,1032
5/29/2014,5,Tablet,Google,Managed,Display,EMEA,Reach,282.92,298
5/30/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,31.82,16
5/30/2014,5,Desktop,Google,Reach,Display,LATAM,Reach,45.164,46
5/30/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,102.388,42
5/30/2014,5,Desktop,Google,Remarketing,Display,APAC,Remarketing,84.54,26
5/30/2014,5,Desktop,Google,Remarketing,Display,EMEA,Remarketing,212,106
5/30/2014,5,Tablet,Google,Legacy,Display,APAC,Remarketing,2.82,2
5/30/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,50.666,36
5/30/2014,5,Tablet,Google,Reach,Display,APAC,Reach,204.808,294
5/31/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,1582.972,640
5/31/2014,5,Desktop,Google,Legacy,Display,EMEA,Reach,490.906,438
5/31/2014,5,Desktop,Google,Remarketing,Display,LATAM,Remarketing,262.718,130
5/31/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,18.914,8
5/31/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,94.236,54
5/31/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,19.98,10
6/1/2014,6,Desktop,Google,Legacy,Display,APAC,Reach,209.784,268
6/1/2014,6,Tablet,Google,Legacy,Display,AMS,Reach,40.1,34
6/1/2014,6,Tablet,Google,Legacy,Display,APAC,Reach,103.366,174
6/2/2014,6,Desktop,Google,Managed,Display,EMEA,Reach,1327.614,1122
6/2/2014,6,Desktop,Google,Reach,Display,EMEA,Reach,1739.792,1562
6/2/2014,6,Desktop,Google,Remarketing,Display,Global,Remarketing,562.602,244
6/2/2014,6,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,96.718,94
6/3/2014,6,Desktop,Google,Reach,Display,AMS,Reach,1749.144,1276
6/3/2014,6,Desktop,Google,Reach,Display,APAC,Reach,201.222,194
6/3/2014,6,Tablet,Google,Legacy,Display,EMEA,Reach,84.674,104
6/3/2014,6,Tablet,Google,Reach,Display,AMS,Reach,61.42,70
6/3/2014,6,Tablet,Google,Reach,Display,EMEA,Reach,139.904,172
6/3/2014,6,Tablet,Google,Remarketing,Display,Global,Remarketing,41.282,24
6/3/2014,6,Tablet,Google,Remarketing,Display,LATAM,Remarketing,4.5,10
6/4/2014,6,Tablet,Google,Reach - Text,Display,LATAM,Reach,13.22,16
6/5/2014,6,Desktop,Google,Legacy,Display,EMEA,Remarketing,114.94,78
5/15/2014,5,Desktop,Google,Remarketing,Display,LATAM,Remarketing,279.36,164
5/15/2014,5,Tablet,Google,Reach,Display,LATAM,Reach,3.68,4
5/15/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,15.9,8
5/15/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,54.1,28
5/16/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,205.18,236
5/16/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,1.02,2
5/17/2014,5,Desktop,Google,Managed,Display,EMEA,Reach,1039.98,1092
5/17/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,182.02,138
5/17/2014,5,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,528.46,162
5/17/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,52.64,40
5/17/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,55.8,60
5/18/2014,5,Desktop,Google,Reach,Display,AMS,Reach,1689.266,1678
5/18/2014,5,Desktop,Google,Reach,Display,APAC,Reach,227.78,242
5/18/2014,5,Tablet,Google,Legacy,Display,EMEA,Reach,87.02,120
5/18/2014,5,Tablet,Google,Reach,Display,AMS,Reach,265.13,360
5/18/2014,5,Tablet,Google,Reach,Display,EMEA,Reach,154.726,182
5/18/2014,5,Tablet,Google,Reach - Text,Display,EMEA,Reach,6.56,2
5/18/2014,5,Tablet,Google,Remarketing,Display,Global,Remarketing,20.38,16
5/18/2014,5,Tablet,Google,Remarketing,Display,LATAM,Remarketing,6.26,8
5/19/2014,5,Desktop,Google,Reach - Text,Display,LATAM,Reach,285.5,310
5/19/2014,5,Tablet,Google,Reach - Text,Display,LATAM,Reach,6.08,12
5/20/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,164.96,100
5/21/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,52.92,26
5/21/2014,5,Desktop,Google,Reach,Display,LATAM,Reach,50.62,46
5/21/2014,5,Desktop,Google,Remarketing,Display,AMS,Remarketing,96.56,26
5/21/2014,5,Desktop,Google,Remarketing,Display,APAC,Remarketing,100.18,42
5/21/2014,5,Desktop,Google,Remarketing,Display,EMEA,Remarketing,226.35,86
5/21/2014,5,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,421.382,142
5/21/2014,5,Tablet,Google,Legacy,Display,APAC,Remarketing,5.18,2
5/21/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,37.9,32
5/21/2014,5,Tablet,Google,Remarketing,Display,EMEA,Remarketing,42.58,26
5/22/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,275.88,114
5/22/2014,5,Desktop,Google,Legacy,Display,EMEA,Reach,633.56,548
5/22/2014,5,Desktop,Google,Reach - Text,Display,EMEA,Reach,11.8,4
5/22/2014,5,Desktop,Google,Remarketing,Display,LATAM,Remarketing,345.266,192
5/22/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,9.52,8
5/22/2014,5,Tablet,Google,Remarketing,Display,APAC,Remarketing,49.1,26
5/22/2014,5,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,41.78,24
5/23/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,186.22,210
5/23/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,10.9,10
5/23/2014,5,Tablet,Google,Legacy,Display,APAC,Reach,57.054,102
5/24/2014,5,Desktop,Google,Managed,Display,EMEA,Reach,849.41,644
5/24/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,1112.888,928
5/24/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,460.016,222
5/24/2014,5,Tablet,Google,Managed,Display,EMEA,Reach,238.222,232
5/24/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,77.22,76
5/25/2014,5,Desktop,Google,Reach,Display,AMS,Reach,1438.928,1254
5/25/2014,5,Desktop,Google,Reach,Display,APAC,Reach,289.192,302
5/25/2014,5,Tablet,Google,Reach,Display,AMS,Reach,140.662,178
5/25/2014,5,Tablet,Google,Reach,Display,APAC,Reach,75.94,122
5/25/2014,5,Tablet,Google,Reach,Display,EMEA,Reach,316.164,388
5/26/2014,5,Tablet,Google,Reach - Text,Display,LATAM,Reach,11.4,12
5/26/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,18.58,12
5/27/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,150.618,92
5/28/2014,5,Desktop,Google,Remarketing,Display,APAC,Remarketing,78.54,26
5/28/2014,5,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,723.82,228
5/28/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,168.08,78
5/28/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,23.74,24
5/28/2014,5,Tablet,Google,Remarketing,Display,EMEA,Remarketing,78.78,70
5/29/2014,5,Desktop,Google,Legacy,Display,AMS,Reach,1019.22,430
5/29/2014,5,Desktop,Google,Legacy,Display,EMEA,Reach,511.768,466
5/25/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,133.6,90
5/25/2014,5,Tablet,Google,Remarketing,Display,AMS,Remarketing,19.98,10
5/25/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,104.04,94
5/26/2014,5,Desktop,Google,Legacy,Display,APAC,Reach,232.422,262
5/26/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,143.5,74
5/26/2014,5,Desktop,Google,Reach,Display,AMS,Reach,1559.83,1352
5/26/2014,5,Tablet,Google,Reach,Display,AMS,Reach,148.506,184
5/27/2014,5,Desktop,Google,Remarketing,Display,Global,Remarketing,488.12,250
5/27/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,154.58,72
5/27/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,52.2,46
5/28/2014,5,Desktop,Google,Legacy,Display,EMEA,Remarketing,176.22,92
5/28/2014,5,Desktop,Google,Reach,Display,AMS,Reach,4294.372,3384
5/29/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,12.54,16
5/29/2014,5,Desktop,Google,Reach,Display,LATAM,Reach,51.9,46
5/29/2014,5,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,158.124,72
5/29/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,29.52,32
5/30/2014,5,Desktop,Google,Reach,Display,EMEA,Reach,1192.26,1042
5/31/2014,5,Desktop,Google,Legacy,Display,APAC,Remarketing,40.782,36
5/31/2014,5,Desktop,Google,Reach,Display,LATAM,Reach,40.956,46
5/31/2014,5,Tablet,Google,Legacy,Display,AMS,Reach,56.94,40
5/31/2014,5,Tablet,Google,Legacy,Display,EMEA,Remarketing,54.4,44
6/1/2014,6,Desktop,Google,Reach,Display,EMEA,Reach,1486.4,1354
6/1/2014,6,Desktop,Google,Remarketing,Display,Global,Remarketing,389.222,202
6/1/2014,6,Tablet,Google,Remarketing,Display,AMS,Remarketing,30.1,18
6/1/2014,6,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,98.408,78
6/2/2014,6,Tablet,Google,Legacy,Display,AMS,Reach,76.574,44
6/3/2014,6,Desktop,Google,Remarketing,Display,Global,Remarketing,483.308,190
6/3/2014,6,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,612.774,188
6/3/2014,6,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,101.334,52
6/3/2014,6,Tablet,Google,Reach - Text,Display,LATAM,Reach,6.12,12
6/3/2014,6,Tablet,Google,Remarketing,Display,AMS,Remarketing,52.8,28
6/3/2014,6,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,72.2,56
6/4/2014,6,Tablet,Google,Legacy,Display,EMEA,Reach,58.44,72
6/4/2014,6,Tablet,Google,Remarketing,Display,Global,Remarketing,45.24,32
6/4/2014,6,Tablet,Google,Remarketing,Display,LATAM,Remarketing,0.94,4
6/5/2014,6,Desktop,Google,Reach - Text,Display,LATAM,Reach,258.682,354
6/5/2014,6,Desktop,Google,Remarketing,Display,APAC,Remarketing,33.88,22
6/5/2014,6,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,327.47,106
6/5/2014,6,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,92.584,68
6/5/2014,6,Tablet,Google,Legacy,Display,APAC,Remarketing,20.64,8
6/5/2014,6,Tablet,Google,Legacy,Display,EMEA,Remarketing,42.34,50
6/5/2014,6,Tablet,Google,Reach - Text,Display,LATAM,Reach,5.6,18
6/5/2014,6,Tablet,Google,Remarketing,Display,EMEA,Remarketing,62.46,40
6/6/2014,6,Desktop,Google,Legacy,Display,EMEA,Reach,321.444,426
6/6/2014,6,Desktop,Google,Remarketing,Display,LATAM,Remarketing,190.804,130
6/6/2014,6,Tablet,Google,Legacy,Display,EMEA,Reach,58.24,76
6/6/2014,6,Tablet,Google,Remarketing,Display,Global,Remarketing,38.428,28
6/6/2014,6,Tablet,Google,Remarketing,Display,LATAM,Remarketing,6.9,4
6/7/2014,6,Desktop,Google,Legacy,Display,APAC,Remarketing,11.594,12
6/7/2014,6,Desktop,Google,Reach,Display,LATAM,Reach,50.41,68
6/7/2014,6,Desktop,Google,Reach - Text,Display,LATAM,Reach,218.478,324
6/7/2014,6,Desktop,Google,Remarketing,Display,APAC,Remarketing,26.54,16
6/7/2014,6,Desktop,Google,Remarketing,Display,EMEA,Remarketing,144.258,60
6/7/2014,6,Tablet,Google,Legacy,Display,EMEA,Remarketing,41.108,46
6/7/2014,6,Tablet,Google,Reach,Display,APAC,Reach,18.42,38
6/7/2014,6,Tablet,Google,Remarketing,Display,EMEA,Remarketing,24.476,24
6/8/2014,6,Desktop,Google,Legacy,Display,EMEA,Reach,318.84,394
6/8/2014,6,Desktop,Google,Reach,Display,EMEA,Reach,482.942,594
6/8/2014,6,Desktop,Google,Remarketing,Display,LATAM,Remarketing,159.266,90
6/8/2014,6,Tablet,Google,Reach,Display,LATAM,Reach,2.16,2
5/18/2014,5,Tablet,Google,Reach - Text,Display,LATAM,Reach,25.02,26
5/18/2014,5,Tablet,Google,Remarketing,Display,EMEA,Remarketing,69.42,44
5/18/2014,5,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,67.66,64
5/19/2014,5,Tablet,Google,Legacy,Display,EMEA,Reach,108.8,146
5/19/2014,5,Tablet,Google,Remarketing,Display,Global,Remarketing,29.12,18
5/19/2014,5,Tablet,Google,Remarketing,Display,LATAM,Remarketing,8.26,12
