Date,Month,Device,Channel,Campaign Type,Media Type,Region,Targeting,Cost,Clicks
7/19/2015,7,Desktop,Google,Managed,Display,EMEA,Reach,202.44,196
7/19/2015,7,Desktop,Google,Reach,Display,LATAM,Reach,184.46,712
7/19/2015,7,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,59.86,36
7/19/2015,7,Tablet,Google,Managed,Display,EMEA,Reach,395.1,550
7/19/2015,7,Tablet,Google,Remarketing,Display,APAC,Remarketing,31.3,28
7/20/2015,7,Desktop,Google,Managed,Display,LATAM,Reach,565.16,930
7/20/2015,7,Desktop,Google,Reach,Display,EMEA,Reach,61.3,20
7/20/2015,7,Tablet,Google,Reach,Display,AMS,Reach,512.28,574
7/21/2015,7,Desktop,Google,Managed,Display,EMEA,Reach,240.4,230
7/22/2015,7,Desktop,Google,Managed,Display,LATAM,Reach,536.7,848
7/22/2015,7,Desktop,Google,Reach,Display,AMS,Reach,100.04,96
7/22/2015,7,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1085.08,154
7/22/2015,7,Tablet,Google,Reach,Display,AMS,Reach,553.78,624
7/22/2015,7,Tablet,Google,Remarketing,Display,EMEA,Remarketing,103.06,60
7/23/2015,7,Tablet,Google,Remarketing,Display,Global,Remarketing,58.62,18
7/23/2015,7,Tablet,Google,Remarketing,Display,LATAM,Remarketing,28.74,50
7/24/2015,7,Desktop,Google,Reach,Display,AMS,Reach,120.34,122
7/24/2015,7,Desktop,Google,Reach - Text,Display,LATAM,Reach,17.34,50
7/24/2015,7,Desktop,Google,Remarketing,Display,APAC,Remarketing,171.2,28
7/24/2015,7,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,874.32,116
7/24/2015,7,Tablet,Google,Remarketing,Display,EMEA,Remarketing,159.2,108
7/25/2015,7,Desktop,Google,Remarketing,Display,LATAM,Remarketing,297.96,388
7/25/2015,7,Tablet,Google,Remarketing,Display,Global,Remarketing,26.2,12
7/25/2015,7,Tablet,Google,Remarketing,Display,LATAM,Remarketing,15.92,58
7/26/2015,7,Desktop,Google,Reach - Text,Display,LATAM,Reach,7.78,28
7/26/2015,7,Desktop,Google,Remarketing,Display,APAC,Remarketing,154.12,24
7/26/2015,7,Desktop,Google,Remarketing,Display,EMEA,Remarketing,256.9,100
7/26/2015,7,Tablet,Google,Reach,Display,APAC,Reach,50.1,72
7/27/2015,7,Desktop,Google,Remarketing,Display,LATAM,Remarketing,542.86,498
7/27/2015,7,Tablet,Google,Reach,Display,LATAM,Reach,54.82,216
7/27/2015,7,Tablet,Google,Remarketing - Image,Display,Global,Remarketing,0.66,2
7/28/2015,7,Desktop,Google,Remarketing,Display,EMEA,Remarketing,185.4,82
7/28/2015,7,Desktop,Google,Remarketing,Display,Global,Remarketing,1052.7,392
7/28/2015,7,Tablet,Google,In-Market,Display,LATAM,Reach,14.72,32
7/28/2015,7,Tablet,Google,Reach,Display,APAC,Reach,36.18,50
7/28/2015,7,Tablet,Google,Reach,Display,EMEA,Reach,2.82,2
7/28/2015,7,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,60.86,48
7/29/2015,7,Tablet,Google,Reach,Display,LATAM,Reach,34.2,136
7/29/2015,7,Tablet,Google,Remarketing - Image,Display,Global,Remarketing,1.28,2
7/30/2015,7,Desktop,Google,In-Market,Display,LATAM,Reach,2288.52,6840
7/30/2015,7,Desktop,Google,Reach,Display,APAC,Reach,65.96,42
7/30/2015,7,Desktop,Google,Remarketing,Display,Global,Remarketing,869.18,398
7/30/2015,7,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,161.72,50
7/30/2015,7,Tablet,Google,In-Market,Display,LATAM,Reach,35.76,118
7/30/2015,7,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,60.78,74
8/1/2015,8,Desktop,Google,In-Market,Display,LATAM,Reach,2377,12248
8/1/2015,8,Desktop,Google,Reach,Display,APAC,Reach,53.04,28
8/1/2015,8,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,57.78,24
8/1/2015,8,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,242.32,114
8/2/2015,8,Tablet,Google,Managed,Display,LATAM,Reach,261.06,470
8/3/2015,8,Desktop,Google,Reach,Display,LATAM,Reach,782.32,4442
8/3/2015,8,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,120.58,36
8/3/2015,8,Tablet,Google,Managed,Display,EMEA,Reach,559.32,604
8/3/2015,8,Tablet,Google,Remarketing,Display,APAC,Remarketing,3.64,6
8/3/2015,8,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,452.1,178
8/4/2015,8,Desktop,Google,Managed,Display,LATAM,Reach,1908.02,2962
10/7/2015,10,Mobile,Google,In-Market,Display,APAC,Reach,263.92,4446
10/8/2015,10,Mobile,Google,Reach,Display,EMEA,Reach,203.06,760
10/8/2015,10,Tablet,Google,Reach,Display,EMEA,Reach,249.56,284
10/9/2015,10,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1499.04,182
10/9/2015,10,Mobile,Google,In-Market,Display,APAC,Reach,259.96,4050
10/9/2015,10,Tablet,Google,Reach - Text,Display,LATAM,Reach,1.78,4
10/10/2015,10,Mobile,Google,Reach,Display,EMEA,Reach,179.5,838
10/10/2015,10,Tablet,Google,Remarketing,Display,Global,Remarketing,67.08,68
10/10/2015,10,Tablet,Google,Remarketing,Display,LATAM,Remarketing,1.06,4
10/11/2015,10,Desktop,Google,Reach - Text,Display,LATAM,Reach,7.98,12
10/11/2015,10,Desktop,Google,Remarketing,Display,APAC,Remarketing,396.2,142
10/11/2015,10,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,996.12,124
10/11/2015,10,Tablet,Google,In-Market,Display,APAC,Reach,24.36,208
10/11/2015,10,Tablet,Google,Remarketing,Display,EMEA,Remarketing,117.5,78
10/12/2015,10,Desktop,Google,Remarketing,Display,LATAM,Remarketing,173.08,292
10/12/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,88.64,38
10/12/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,298.96,248
10/12/2015,10,Tablet,Google,Remarketing,Display,Global,Remarketing,45.78,54
10/12/2015,10,Tablet,Google,Remarketing,Display,LATAM,Remarketing,0.58,6
10/12/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,221.24,86
10/13/2015,10,Desktop,Google,Reach - Text,Display,LATAM,Reach,10.04,8
10/13/2015,10,Desktop,Google,Remarketing,Display,APAC,Remarketing,399.88,192
10/13/2015,10,Desktop,Google,Remarketing,Display,EMEA,Remarketing,827.62,350
10/13/2015,10,Tablet,Google,In-Market,Display,APAC,Reach,45.56,278
10/13/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,63.3,146
10/13/2015,10,Tablet,Google,Remarketing,Display,EMEA,Remarketing,65.38,80
10/14/2015,10,Desktop,Google,Remarketing,Display,LATAM,Remarketing,82.12,118
10/14/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,61.6,34
10/14/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,246.3,216
10/14/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,80.42,100
10/14/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,382.42,156
10/15/2015,10,Desktop,Google,Managed,Display,LATAM,Reach,1614.1,3580
10/15/2015,10,Desktop,Google,Remarketing,Display,EMEA,Remarketing,573.14,244
10/15/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,76.9,178
10/15/2015,10,Tablet,Google,Reach,Display,AMS,Reach,2879.1,2846
10/15/2015,10,Tablet,Google,Reach,Display,EMEA,Reach,322.9,356
10/16/2015,10,Desktop,Google,Managed,Display,EMEA,Reach,1946.72,846
10/16/2015,10,Mobile,Google,In-Market,Display,APAC,Reach,403.72,5886
10/16/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,248.74,190
10/16/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,48.98,78
10/17/2015,10,Desktop,Google,Managed,Display,LATAM,Reach,1550.74,4068
10/17/2015,10,Desktop,Google,Reach,Display,AMS,Reach,371.94,142
10/17/2015,10,Tablet,Google,Reach,Display,AMS,Reach,2465.5,3208
10/17/2015,10,Tablet,Google,Reach,Display,EMEA,Reach,339.74,454
10/18/2015,10,Desktop,Google,Managed,Display,EMEA,Reach,1778.78,1492
10/18/2015,10,Mobile,Google,In-Market,Display,APAC,Reach,566.78,8450
10/19/2015,10,Desktop,Google,Reach,Display,AMS,Reach,952.96,386
10/19/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,329.32,106
10/20/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,88.18,206
10/21/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,47.42,30
10/21/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,227.86,226
10/21/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,37.2,50
10/21/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,519.92,156
10/22/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,84.64,218
10/22/2015,10,Tablet,Google,Remarketing - Image,Display,Global,Remarketing,3.88,4
10/23/2015,10,Desktop,Google,Managed,Display,EMEA,Reach,1884.6,1082
10/23/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,69.92,24
10/23/2015,10,Tablet,Google,In-Market,Display,LATAM,Reach,12.98,64
10/23/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,255.36,240
10/23/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,59.36,84
8/20/2015,8,Tablet,Google,Reach,Display,APAC,Reach,347.28,1344
8/20/2015,8,Tablet,Google,Reach,Display,LATAM,Reach,43.34,104
8/21/2015,8,Desktop,Google,Reach - Text,Display,LATAM,Reach,34.42,70
8/21/2015,8,Desktop,Google,Remarketing,Display,LATAM,Remarketing,792.38,830
8/21/2015,8,Tablet,Google,Reach,Display,LATAM,Reach,24.8,74
8/22/2015,8,Desktop,Google,Remarketing,Display,Global,Remarketing,440.18,166
8/22/2015,8,Tablet,Google,In-Market,Display,LATAM,Reach,63.42,160
8/22/2015,8,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,21.88,32
8/23/2015,8,Desktop,Google,In-Market,Display,LATAM,Reach,1242.44,4404
8/23/2015,8,Desktop,Google,Reach,Display,APAC,Reach,4266.96,4638
8/23/2015,8,Desktop,Google,Remarketing,Display,Global,Remarketing,538.78,196
8/23/2015,8,Tablet,Google,In-Market,Display,LATAM,Reach,42.84,146
8/23/2015,8,Tablet,Google,Reach,Display,APAC,Reach,443.78,1504
8/23/2015,8,Tablet,Google,Reach,Display,EMEA,Reach,20.06,32
8/23/2015,8,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,38.58,46
8/23/2015,8,Tablet,Google,Remarketing - Image,Display,Global,Remarketing,2.26,4
8/24/2015,8,Desktop,Google,Reach,Display,APAC,Reach,5535.24,5662
8/24/2015,8,Mobile,Google,In-Market,Display,APAC,Reach,609.98,4994
8/24/2015,8,Tablet,Google,Reach,Display,EMEA,Reach,57.04,104
8/24/2015,8,Tablet,Google,Reach,Display,LATAM,Reach,10.08,56
8/24/2015,8,Tablet,Google,Remarketing - Image,Display,Global,Remarketing,5.64,6
8/25/2015,8,Desktop,Google,In-Market,Display,APAC,Reach,2188.52,4020
8/25/2015,8,Mobile,Google,In-Market,Display,APAC,Reach,623.24,5282
8/25/2015,8,Mobile,Google,Reach,Display,APAC,Reach,3748.42,23130
8/26/2015,8,Desktop,Google,In-Market,Display,APAC,Reach,2107.38,3948
8/26/2015,8,Desktop,Google,In-Market,Display,LATAM,Reach,3086.86,6914
8/26/2015,8,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,196.84,66
8/27/2015,8,Desktop,Google,In-Market,Display,LATAM,Reach,2858.16,7522
8/27/2015,8,Desktop,Google,Reach,Display,LATAM,Reach,1548.18,8016
8/27/2015,8,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,201.06,80
8/27/2015,8,Tablet,Google,Managed,Display,LATAM,Reach,381.18,1314
8/27/2015,8,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,232.56,122
8/28/2015,8,Mobile,Google,Reach,Display,APAC,Reach,3710.64,25842
8/28/2015,8,Tablet,Google,Remarketing,Display,APAC,Remarketing,52.52,122
8/28/2015,8,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,325.28,156
8/29/2015,8,Desktop,Google,Reach,Display,EMEA,Reach,646.72,812
8/29/2015,8,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,56.9,30
8/29/2015,8,Tablet,Google,Managed,Display,EMEA,Reach,314.3,348
8/30/2015,8,Desktop,Google,Managed,Display,EMEA,Reach,1760.64,1306
8/30/2015,8,Desktop,Google,Managed,Display,LATAM,Reach,3198.74,9190
8/30/2015,8,Desktop,Google,Reach,Display,EMEA,Reach,735.06,880
8/30/2015,8,Desktop,Google,Reach,Display,LATAM,Reach,1397.32,9608
8/30/2015,8,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,175.54,58
8/30/2015,8,Mobile,Google,Reach,Display,EMEA,Reach,1258.02,5610
8/30/2015,8,Tablet,Google,Managed,Display,EMEA,Reach,401.58,502
8/30/2015,8,Tablet,Google,Managed,Display,LATAM,Reach,405.74,1176
8/30/2015,8,Tablet,Google,Reach,Display,AMS,Reach,2524.94,3148
8/31/2015,8,Desktop,Google,Managed,Display,LATAM,Reach,4492.62,10184
8/31/2015,8,Mobile,Google,Reach,Display,EMEA,Reach,1233.68,5418
8/31/2015,8,Tablet,Google,Reach,Display,AMS,Reach,4426,4706
8/31/2015,8,Tablet,Google,Remarketing,Display,APAC,Remarketing,156.94,174
9/1/2015,9,Tablet,Google,Reach - Text,Display,LATAM,Reach,1.82,2
9/2/2015,9,Desktop,Google,Managed,Display,EMEA,Reach,1962.2,1408
9/2/2015,9,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1455.64,208
9/2/2015,9,Tablet,Google,In-Market,Display,APAC,Reach,11.58,118
9/2/2015,9,Tablet,Google,Remarketing,Display,EMEA,Remarketing,59.7,58
9/3/2015,9,Desktop,Google,Reach,Display,AMS,Reach,1560.62,650
9/3/2015,9,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,907.84,168
9/3/2015,9,Mobile,Google,Reach,Display,EMEA,Reach,639.08,2880
9/3/2015,9,Tablet,Google,In-Market,Display,APAC,Reach,12.82,152
9/3/2015,9,Tablet,Google,Remarketing,Display,EMEA,Remarketing,81.44,90
9/23/2015,9,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1068.28,134
9/23/2015,9,Mobile,Google,In-Market,Display,APAC,Reach,141.9,2834
9/23/2015,9,Tablet,Google,In-Market,Display,APAC,Reach,13.32,100
9/23/2015,9,Tablet,Google,Remarketing,Display,EMEA,Remarketing,52.08,46
9/24/2015,9,Desktop,Google,Reach,Display,APAC,Reach,1926.5,2382
9/24/2015,9,Mobile,Google,Reach,Display,EMEA,Reach,184.68,1086
9/24/2015,9,Tablet,Google,Remarketing,Display,Global,Remarketing,19.66,20
9/24/2015,9,Tablet,Google,Remarketing,Display,LATAM,Remarketing,37.3,74
9/24/2015,9,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,324.68,128
9/25/2015,9,Desktop,Google,Reach - Text,Display,LATAM,Reach,3.72,2
9/25/2015,9,Desktop,Google,Remarketing,Display,APAC,Remarketing,351.64,248
9/25/2015,9,Desktop,Google,Remarketing,Display,EMEA,Remarketing,642.58,214
9/25/2015,9,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,958.22,146
9/25/2015,9,Mobile,Google,Reach,Display,APAC,Reach,1303.56,8876
9/25/2015,9,Tablet,Google,In-Market,Display,APAC,Reach,11.98,102
9/25/2015,9,Tablet,Google,Managed,Display,LATAM,Reach,140,274
9/25/2015,9,Tablet,Google,Remarketing,Display,EMEA,Remarketing,64.62,48
9/26/2015,9,Desktop,Google,Remarketing,Display,LATAM,Remarketing,1211.62,1644
9/26/2015,9,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,115.64,40
9/26/2015,9,Tablet,Google,Managed,Display,EMEA,Reach,347.48,370
9/26/2015,9,Tablet,Google,Remarketing,Display,APAC,Remarketing,53.78,84
9/26/2015,9,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,432.7,170
9/27/2015,9,Desktop,Google,Reach - Text,Display,LATAM,Reach,0.9,2
9/27/2015,9,Desktop,Google,Remarketing,Display,APAC,Remarketing,332.44,176
9/27/2015,9,Desktop,Google,Remarketing,Display,EMEA,Remarketing,570.9,240
9/27/2015,9,Mobile,Google,Reach,Display,APAC,Reach,1547.94,11446
9/27/2015,9,Tablet,Google,Managed,Display,LATAM,Reach,144.34,394
9/27/2015,9,Tablet,Google,Reach,Display,APAC,Reach,380.24,1138
9/28/2015,9,Desktop,Google,Managed,Display,EMEA,Reach,2772.3,1306
9/28/2015,9,Desktop,Google,Remarketing,Display,LATAM,Remarketing,1022.3,1444
9/28/2015,9,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,86.6,42
9/28/2015,9,Mobile,Google,In-Market,Display,APAC,Reach,123.14,2156
9/28/2015,9,Tablet,Google,Managed,Display,EMEA,Reach,350.36,354
9/28/2015,9,Tablet,Google,Reach,Display,LATAM,Reach,12.3,58
9/28/2015,9,Tablet,Google,Remarketing,Display,APAC,Remarketing,43.1,88
9/29/2015,9,Desktop,Google,Managed,Display,LATAM,Reach,1165.4,3014
9/29/2015,9,Desktop,Google,Remarketing,Display,EMEA,Remarketing,547.86,148
9/29/2015,9,Tablet,Google,Reach,Display,AMS,Reach,477.62,472
9/29/2015,9,Tablet,Google,Reach,Display,EMEA,Reach,235.2,278
9/30/2015,9,Desktop,Google,Managed,Display,EMEA,Reach,261.22,148
9/30/2015,9,Mobile,Google,In-Market,Display,APAC,Reach,57.9,1052
10/1/2015,10,Desktop,Google,Managed,Display,LATAM,Reach,1670.32,4406
10/1/2015,10,Desktop,Google,Reach,Display,AMS,Reach,248.12,62
10/1/2015,10,Tablet,Google,Reach,Display,AMS,Reach,480.82,514
10/1/2015,10,Tablet,Google,Reach,Display,EMEA,Reach,147,192
10/3/2015,10,Desktop,Google,Reach,Display,AMS,Reach,150.2,24
10/3/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,374.94,170
10/4/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,118.96,258
10/5/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,76.16,38
10/5/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,158.4,198
10/5/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,65.7,100
10/5/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,334.96,128
10/6/2015,10,Desktop,Google,Managed,Display,LATAM,Reach,1659.64,3994
10/6/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,62.04,188
10/6/2015,10,Tablet,Google,Reach,Display,AMS,Reach,452.58,470
10/7/2015,10,Desktop,Google,Managed,Display,EMEA,Reach,831.1,384
10/7/2015,10,Desktop,Google,Remarketing,Display,Global,Remarketing,1029.12,676
10/7/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,32.3,32
10/7/2015,10,Tablet,Google,In-Market,Display,LATAM,Reach,12.86,50
10/7/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,85.64,86
10/7/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,55.48,104
9/20/2015,9,Desktop,Google,Remarketing,Display,LATAM,Remarketing,819.38,1224
9/20/2015,9,Mobile,Google,In-Market,Display,APAC,Reach,123.1,2524
9/20/2015,9,Tablet,Google,Reach,Display,LATAM,Reach,21.54,100
9/20/2015,9,Tablet,Google,Remarketing,Display,APAC,Remarketing,50.04,66
9/21/2015,9,Desktop,Google,In-Market,Display,APAC,Reach,201.46,694
9/22/2015,9,Desktop,Google,In-Market,Display,LATAM,Reach,2213.74,3342
9/22/2015,9,Desktop,Google,Managed,Display,EMEA,Reach,2592.16,1100
9/22/2015,9,Desktop,Google,Remarketing,Display,Global,Remarketing,726.96,208
9/22/2015,9,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1236.7,156
9/22/2015,9,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,342.84,82
9/22/2015,9,Tablet,Google,In-Market,Display,LATAM,Reach,31.64,78
9/22/2015,9,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,45.54,38
9/23/2015,9,Desktop,Google,Reach,Display,AMS,Reach,679.88,232
9/23/2015,9,Desktop,Google,Reach,Display,APAC,Reach,1652.68,2418
9/23/2015,9,Mobile,Google,Reach,Display,EMEA,Reach,179.9,1282
9/23/2015,9,Tablet,Google,Reach,Display,AMS,Reach,2176.26,1952
9/23/2015,9,Tablet,Google,Reach,Display,EMEA,Reach,328.66,356
9/23/2015,9,Tablet,Google,Remarketing,Display,Global,Remarketing,61.64,16
9/23/2015,9,Tablet,Google,Remarketing,Display,LATAM,Remarketing,15.44,38
9/24/2015,9,Desktop,Google,Reach - Text,Display,LATAM,Reach,13.38,8
9/24/2015,9,Mobile,Google,Reach,Display,APAC,Reach,1314.62,9284
9/26/2015,9,Desktop,Google,Reach,Display,LATAM,Reach,588.16,2986
9/26/2015,9,Desktop,Google,Remarketing,Display,APAC,Remarketing,325.28,204
9/26/2015,9,Desktop,Google,Remarketing,Display,EMEA,Remarketing,514.32,218
9/26/2015,9,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,728.62,98
9/26/2015,9,Tablet,Google,In-Market,Display,APAC,Reach,13.44,114
9/26/2015,9,Tablet,Google,Managed,Display,LATAM,Reach,115.7,300
9/26/2015,9,Tablet,Google,Remarketing,Display,EMEA,Remarketing,75.48,80
9/27/2015,9,Desktop,Google,Remarketing,Display,LATAM,Remarketing,1045.08,1674
9/27/2015,9,Tablet,Google,Reach,Display,LATAM,Reach,23.88,114
9/27/2015,9,Tablet,Google,Remarketing,Display,APAC,Remarketing,57.84,110
9/27/2015,9,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,273.02,122
9/29/2015,9,Desktop,Google,Managed,Display,EMEA,Reach,780.06,502
9/29/2015,9,Desktop,Google,Reach,Display,EMEA,Reach,222.74,218
9/29/2015,9,Desktop,Google,Remarketing,Display,Global,Remarketing,1099.04,290
9/29/2015,9,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,136.96,46
9/29/2015,9,Tablet,Google,In-Market,Display,LATAM,Reach,15.04,44
9/29/2015,9,Tablet,Google,Managed,Display,EMEA,Reach,99.06,104
9/29/2015,9,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,26.22,24
9/30/2015,9,Desktop,Google,Managed,Display,LATAM,Reach,701.06,1534
9/30/2015,9,Desktop,Google,Reach,Display,AMS,Reach,98.5,18
9/30/2015,9,Mobile,Google,Reach,Display,EMEA,Reach,110.68,574
9/30/2015,9,Tablet,Google,Reach,Display,AMS,Reach,114.86,120
9/30/2015,9,Tablet,Google,Reach,Display,EMEA,Reach,165.7,190
10/1/2015,10,Mobile,Google,In-Market,Display,APAC,Reach,232.64,2698
10/2/2015,10,Desktop,Google,In-Market,Display,APAC,Reach,389.46,1612
10/3/2015,10,Desktop,Google,In-Market,Display,LATAM,Reach,564.26,1796
10/3/2015,10,Desktop,Google,Remarketing,Display,APAC,Remarketing,310.2,166
10/3/2015,10,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,651.76,108
10/3/2015,10,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,187.22,56
10/3/2015,10,Tablet,Google,In-Market,Display,APAC,Reach,20.6,198
10/3/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,67.88,188
10/3/2015,10,Tablet,Google,Remarketing,Display,EMEA,Remarketing,104.5,78
10/4/2015,10,Desktop,Google,Reach,Display,AMS,Reach,241.48,38
10/4/2015,10,Desktop,Google,Remarketing,Display,LATAM,Remarketing,181.04,136
10/4/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,63.1,80
10/4/2015,10,Tablet,Google,Remarketing,Display,Global,Remarketing,49.38,74
10/4/2015,10,Tablet,Google,Remarketing,Display,LATAM,Remarketing,0.98,4
10/4/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,311.9,152
10/5/2015,10,Desktop,Google,Reach - Text,Display,LATAM,Reach,6,4
10/1/2015,10,Desktop,Google,Remarketing - Image,Display,AMS,Remarketing,1006.92,154
10/1/2015,10,Desktop,Google,Remarketing - Image,Display,EMEA,Remarketing,200.52,68
10/1/2015,10,Tablet,Google,In-Market,Display,APAC,Reach,22.8,128
10/1/2015,10,Tablet,Google,In-Market,Display,LATAM,Reach,7.64,44
10/1/2015,10,Tablet,Google,Remarketing,Display,EMEA,Remarketing,67.94,60
10/1/2015,10,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,41.86,36
10/2/2015,10,Desktop,Google,Reach,Display,AMS,Reach,236.68,52
10/2/2015,10,Mobile,Google,Reach,Display,EMEA,Reach,217,842
10/2/2015,10,Tablet,Google,Remarketing,Display,Global,Remarketing,29.78,40
10/2/2015,10,Tablet,Google,Remarketing,Display,LATAM,Remarketing,0.38,2
10/2/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,339.64,144
10/3/2015,10,Desktop,Google,Reach - Text,Display,LATAM,Reach,7.62,8
10/4/2015,10,Desktop,Google,Reach,Display,EMEA,Reach,207.76,272
10/4/2015,10,Desktop,Google,Remarketing - Image,Display,Global,Remarketing,41.8,34
10/4/2015,10,Tablet,Google,Managed,Display,EMEA,Reach,153.54,208
10/5/2015,10,Desktop,Google,Remarketing,Display,APAC,Remarketing,337.5,208
10/5/2015,10,Desktop,Google,Remarketing,Display,EMEA,Remarketing,631.1,184
10/5/2015,10,Tablet,Google,Managed,Display,LATAM,Reach,52.9,126
10/6/2015,10,Desktop,Google,Remarketing,Display,LATAM,Remarketing,154.04,212
10/6/2015,10,Tablet,Google,Remarketing,Display,APAC,Remarketing,54.12,88
10/6/2015,10,Tablet,Google,Remarketing - Image,Display,AMS,Remarketing,361.5,146
10/8/2015,10,Desktop,Google,In-Market,Display,LATAM,Reach,600.16,1588
10/8/2015,10,Desktop,Google,Managed,Display,EMEA,Reach,1261.26,516
10/8/2015,10,Desktop,Google,Reach,Display,EMEA,Reach,360.72,424
10/8/2015,10,Desktop,Google,Remarketing,Display,Global,Remarketing,1073.9,714
10/8/2015,10,Tablet,Google,In-Market,Display,LATAM,Reach,12.46,56
10/8/2015,10,Tablet,Google,Remarketing - Image,Display,EMEA,Remarketing,48.34,18
10/9/2015,10,Desktop,Google,Managed,Display,LATAM,Reach,1600.68,4208
10/9/2015,10,Desktop,Google,Reach,Display,AMS,Reach,238.68,80
10/9/2015,10,Mobile,Google,Reach,Display,EMEA,Reach,197.16,798
10/9/2015,10,Tablet,Google,Reach,Display,AMS,Reach,944.26,882
10/9/2015,10,Tablet,Google,Reach,Display,EMEA,Reach,226.94,290
10/9/2015,10,Tablet,Google,Remarketing,Display,Global,Remarketing,91.54,48
10/9/2015,10,Tablet,Google,Remarketing,Display,LATAM,Remarketing,0.18,4
10/10/2015,10,Mobile,Google,In-Market,Display,APAC,Reach,316,4986
10/11/2015,10,Desktop,Google,In-Market,Display,APAC,Reach,301.8,932
10/12/2015,10,Desktop,Google,In-Market,Display,LATAM,Reach,582.14,2544
10/12/2015,10,Desktop,Google,Remarketing,Display,APAC,Remarketing,458.34,190
10/12/2015,10,Desktop,Google,Remarketing,Display,EMEA,Remarketing,961.66,346
