Date,Month,Year,Device,Channel,Campaign Type,Media Type,Region,Targeting,Cost,Clicks
1/1/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,90.64,62
1/1/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,7.2,4
1/1/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,86.32,28
1/1/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,9.26,6
1/2/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,1.9,6
1/3/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,196.52,162
1/3/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,0.4,2
1/4/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,41.88,36
1/4/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,3.9,12
1/6/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,2267.16,390
1/6/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,7.5,18
1/6/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,3.42,6
1/7/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,1.38,4
1/8/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,5512.32,1132
1/9/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,2.72,2
1/11/13,1,2013,Tablet,Google,Legacy,Search,Global,NB,7.58,2
1/11/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,5.18,6
1/12/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,520.44,152
1/12/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,14.86,22
1/12/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,114.66,34
1/13/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,206.34,104
1/14/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,760.5,324
1/14/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,3229.76,1000
1/14/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,25.68,26
1/14/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,66.1,30
1/14/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,1.3,2
1/15/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,659.08,280
1/16/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,3378.98,956
1/16/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,3.78,12
1/16/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,216.16,42
1/17/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,9.22,16
1/18/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,256.4,158
1/18/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,0.48,2
1/18/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,1.54,2
1/18/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,18.72,18
1/18/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,219.98,52
1/19/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,4.84,14
1/19/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,1.78,4
1/20/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,177.94,106
1/20/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,3.74,2
1/21/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,17.56,30
1/21/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,3.68,6
1/22/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,24.2,14
1/23/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,7754.66,1078
1/23/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,21.34,38
1/23/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,0.12,8
1/24/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,11.06,6
1/25/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,7767.38,930
1/27/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,9.92,16
1/27/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,114.82,34
1/28/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,4.3,2
1/29/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,878.02,240
1/29/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,12.34,12
1/29/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,108.4,54
1/30/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,893.2,320
1/30/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,14.82,10
1/31/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,1062.16,256
1/31/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,3964.2,988
1/31/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,6.9,18
1/31/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,169.1,38
1/31/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,8.44,6
2/1/13,2,2013,Desktop,Google,Legacy,Search,LATAM,NB,915.1,262
2/2/13,2,2013,Desktop,Google,Legacy,Search,EMEA,NB,1737.4,466
2/2/13,2,2013,Desktop,Google,Legacy,Search,Global,Brand,75.86,60
2/2/13,2,2013,Mobile,Google,Legacy,Search,LATAM,NB,0.04,4
2/2/13,2,2013,Tablet,Google,Legacy,Search,AMS,NB,168.82,34
2/2/13,2,2013,Tablet,Google,Legacy,Search,Global,Brand,6.6,4
1/1/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,2.72,8
1/2/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,276.72,140
1/2/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,0.2,4
1/2/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,5.5,6
1/2/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,115.44,42
1/3/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,0.04,4
1/5/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,2352.2,344
1/5/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,9.4,20
1/5/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,1.24,10
1/6/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,8.78,6
1/7/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,7272.54,1058
1/7/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,22.14,24
1/8/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,1.3,8
1/10/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,22.18,10
1/11/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,7.02,14
1/11/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,57.32,36
1/12/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,3.08,4
1/13/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,668.4,232
1/13/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,1480.34,454
1/13/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,7.06,10
1/13/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,129.26,34
1/14/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,751.76,282
1/15/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,1050.42,340
1/15/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,3245.9,882
1/15/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,0.52,2
1/15/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,0.6,8
1/15/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,160.88,34
1/16/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,956.68,310
1/16/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,1.26,18
1/17/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,270.66,142
1/17/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,0.46,2
1/17/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,4.16,6
1/17/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,98.92,66
1/18/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,5.6,10
1/19/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,166.54,92
1/19/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,9.96,4
1/20/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,40.52,42
1/20/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,0.04,4
1/22/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,8174.44,1220
1/22/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,33.7,44
1/22/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,5.98,12
1/23/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,18.42,4
1/24/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,7552.24,978
1/24/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,36.34,42
1/25/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,17.52,2
1/27/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,18.5,6
1/28/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,5.86,12
1/28/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,50.6,46
1/29/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,861.48,300
1/29/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,28,12
1/30/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,665.64,286
1/30/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,4178.56,1138
1/30/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,11.74,18
1/30/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,148.42,40
1/31/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,996.94,288
2/1/13,2,2013,Desktop,Google,Legacy,Search,APAC,NB,496.36,184
2/1/13,2,2013,Desktop,Google,Legacy,Search,EMEA,NB,3414.98,918
2/1/13,2,2013,Mobile,Google,Legacy,Search,LATAM,NB,12.88,10
2/1/13,2,2013,Tablet,Google,Legacy,Search,AMS,NB,100.42,24
2/1/13,2,2013,Tablet,Google,Legacy,Search,Global,Brand,0.06,2
2/2/13,2,2013,Mobile,Google,Legacy,Search,EMEA,NB,36.28,46
2/3/13,2,2013,Desktop,Google,Legacy,Search,Global,Brand,252.02,94
2/3/13,2,2013,Mobile,Google,Legacy,Search,LATAM,NB,0.86,2
2/3/13,2,2013,Tablet,Google,Legacy,Search,AMS,NB,138.56,34
2/3/13,2,2013,Tablet,Google,Legacy,Search,Global,Brand,4.2,6
2/4/13,2,2013,Mobile,Google,Legacy,Search,EMEA,NB,26.12,36
2/5/13,2,2013,Desktop,Google,Legacy,Search,Global,Brand,310.52,168
1/1/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,161.16,60
1/1/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,17.84,28
1/1/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,0.02,2
1/2/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,641.12,224
1/2/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,2191.46,694
1/3/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,940.94,268
1/3/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,15.72,28
1/3/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,8.66,16
1/4/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,1914.06,670
1/4/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,2.1,2
1/4/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,10.54,10
1/5/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,20.06,22
1/6/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,7.56,8
1/7/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,4.16,14
1/7/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,9.92,12
1/8/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,650.8,282
1/8/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,4.54,4
1/9/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,5157.38,984
1/9/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,859.88,348
1/9/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,2799.04,950
1/9/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,119.14,36
1/10/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,532.64,242
1/10/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,16.6,2
1/11/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,5903.04,838
1/11/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,414.78,224
1/11/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,3490.38,796
1/11/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,2.74,2
1/11/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,10.52,6
1/12/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,273.8,120
1/12/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,11.92,22
1/12/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,36.94,10
1/14/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,15,22
1/15/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,27.96,34
1/17/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,11.72,12
1/18/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,5969.54,930
1/19/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,203.8,46
1/19/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,31.8,10
1/19/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,1.42,2
1/20/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,2980.46,478
1/21/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,333.7,200
1/21/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,8.76,4
1/21/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,84.14,40
1/21/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,24.3,10
1/21/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,15.64,12
1/23/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,309.24,176
1/23/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,0.38,4
1/23/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,71.46,26
1/24/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,21.44,20
1/24/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,5.62,8
1/26/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,30.6,38
1/26/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,5.2,12
1/26/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,0.16,4
1/28/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,18.64,32
1/28/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,39.44,38
1/28/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,3.88,6
1/30/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,412.64,182
1/30/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,3.96,4
1/30/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,146.38,32
1/30/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,1.4,4
1/31/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,0.02,2
2/1/13,2,2013,Desktop,Google,Legacy,Search,Global,Brand,306.96,112
2/1/13,2,2013,Tablet,Google,Legacy,Search,EMEA,NB,83.78,36
2/2/13,2,2013,Desktop,Google,Legacy,Search,LATAM,NB,351.32,140
2/2/13,2,2013,Mobile,Google,Legacy,Search,AMS,NB,25.66,30
2/2/13,2,2013,Mobile,Google,Legacy,Search,Global,Brand,1.02,2
2/2/13,2,2013,Tablet,Google,Legacy,Search,LATAM,NB,25.5,8
2/3/13,2,2013,Desktop,Google,Legacy,Search,APAC,NB,673.04,224
1/1/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,1616.3,312
1/1/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,208.44,128
1/1/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,882.4,236
1/1/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,106,26
1/2/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,644.42,256
1/2/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,10.62,12
1/3/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,9.38,12
1/4/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,166.46,110
1/4/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,4.26,2
1/6/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,7.98,30
1/6/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,121.46,28
1/7/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,12.08,20
1/8/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,861.38,324
1/8/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,72.24,36
1/9/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,643.52,302
1/9/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,3.94,6
1/9/13,1,2013,Tablet,Google,Legacy,Search,Global,NB,4.06,2
1/9/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,11.68,6
1/11/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,26.54,28
1/12/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,2279.6,392
1/12/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,1420,434
1/13/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,17.16,16
1/13/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,122.12,38
1/13/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,5.34,2
1/14/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,3.92,8
1/14/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,8.7,8
1/15/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,239.8,152
1/15/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,0.56,2
1/15/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,165.32,48
1/16/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,3.26,4
1/16/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,5.66,4
1/18/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,18.18,32
1/18/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,19.42,22
1/18/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,0.06,2
1/19/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,2477.5,354
1/19/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,259.82,106
1/19/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,1243.38,406
1/20/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,268,110
1/20/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,9.28,18
1/20/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,190.74,60
1/20/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,57,10
1/21/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,3.36,4
1/21/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,8.88,8
1/22/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,370.5,212
1/22/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,3.36,2
1/22/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,1.7,2
1/23/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,2,2
1/25/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,19.96,26
1/25/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,7.06,20
1/26/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,3243.52,482
1/26/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,490.78,130
1/26/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,1452.98,342
1/26/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,67.24,32
1/27/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,223.52,112
1/27/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,5.7,16
1/27/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,93.2,10
1/28/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,1.34,4
1/28/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,2.18,6
1/29/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,362.4,192
1/29/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,3.14,2
1/29/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,0.06,2
1/31/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,21.7,18
1/31/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,253.16,42
2/1/13,2,2013,Mobile,Google,Legacy,Search,APAC,NB,19.12,18
2/2/13,2,2013,Desktop,Google,Legacy,Search,APAC,NB,538.3,146
2/2/13,2,2013,Tablet,Google,Legacy,Search,EMEA,NB,106.68,34
2/3/13,2,2013,Desktop,Google,Legacy,Search,LATAM,NB,410.58,136
1/2/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,25.08,8
1/3/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,18.96,24
1/4/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,287.28,210
1/4/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,13.58,16
1/4/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,87.72,24
1/5/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,277.88,136
1/5/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,885.7,276
1/5/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,255.82,100
1/5/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,78.78,28
1/5/13,1,2013,Tablet,Google,Legacy,Search,Global,NB,0.12,2
1/5/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,10.36,6
1/6/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,217.7,72
1/7/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,2.32,2
1/7/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,6.56,8
1/7/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,6.58,2
1/8/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,2848.84,936
1/8/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,224.44,178
1/8/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,10.46,10
1/9/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,18.96,18
1/9/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,131.88,40
1/10/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,17.52,18
1/10/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,7.34,10
1/10/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,138.38,38
1/11/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,260.94,140
1/12/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,173.04,100
1/12/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,2.58,14
1/13/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,1.74,2
1/14/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,41.1,38
1/15/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,7934.42,1204
1/15/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,27.28,34
1/16/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,7787.88,1180
1/16/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,55.66,8
1/17/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,24.78,10
1/19/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,44.9,26
1/19/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,3.3,2
1/20/13,1,2013,Tablet,Google,Legacy,Search,LATAM,NB,14.22,8
1/21/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,42.02,40
1/22/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,930.72,262
1/22/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,4021.26,932
1/22/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,7.44,10
1/22/13,1,2013,Tablet,Google,Legacy,Search,EMEA,NB,73.84,38
1/23/13,1,2013,Desktop,Google,Legacy,Search,APAC,NB,642.94,242
1/23/13,1,2013,Desktop,Google,Legacy,Search,EMEA,NB,4123.98,992
1/23/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,806.38,286
1/24/13,1,2013,Desktop,Google,Legacy,Search,LATAM,NB,746.7,256
1/24/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,12.38,18
1/24/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,8.18,6
1/24/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,2.32,8
1/24/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,167.82,30
1/25/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,302.34,132
1/25/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,6.2,4
1/25/13,1,2013,Mobile,Google,Legacy,Search,Global,NB,1.52,2
1/25/13,1,2013,Mobile,Google,Legacy,Search,LATAM,NB,8.64,12
1/26/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,100.62,64
1/26/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,4.28,2
1/26/13,1,2013,Tablet,Google,Legacy,Search,Global,Brand,1.12,6
1/27/13,1,2013,Mobile,Google,Legacy,Search,EMEA,NB,14.36,12
1/27/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,89.98,30
1/29/13,1,2013,Mobile,Google,Legacy,Search,AMS,NB,8.02,30
1/30/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,8504.74,1140
1/30/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,3.6,8
1/31/13,1,2013,Mobile,Google,Legacy,Search,Global,Brand,4.3,6
1/31/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,39.34,12
2/1/13,2,2013,Mobile,Google,Legacy,Search,AMS,NB,35.62,38
2/2/13,2,2013,Desktop,Google,Legacy,Search,AMS,NB,2941.74,456
2/3/13,2,2013,Tablet,Google,Legacy,Search,APAC,NB,2.42,10
2/5/13,2,2013,Mobile,Google,Legacy,Search,APAC,NB,4.72,10
1/1/13,1,2013,Mobile,Google,Legacy,Search,APAC,NB,10.4,12
1/1/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,3.52,2
1/2/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,6344.64,994
1/3/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,61.52,38
1/3/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,15.6,14
1/4/13,1,2013,Desktop,Google,Legacy,Search,AMS,NB,5551.54,972
1/5/13,1,2013,Desktop,Google,Legacy,Search,Global,Brand,176.14,86
1/5/13,1,2013,Desktop,Google,Legacy,Search,Global,NB,2.24,2
1/5/13,1,2013,Tablet,Google,Legacy,Search,AMS,NB,42.76,30
1/5/13,1,2013,Tablet,Google,Legacy,Search,APAC,NB,13.86,10
